site,rep,distance ,station,transect,dist_stat,plant_no,pot_ no,counts_p1,counts_p2,counts_p3,counts_p4,counts_p5,mean_count_pot,SD_count_pot,mat,mah,minws,mws,maxws,mwd,precip,ptype,mdp,mrain
Horsham SPA,1,50 m,4,4,50m_4,3,40,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,50 m,5,5,50m_5,3,41,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,50 m,6,6,50m_6,3,42,0,1,0,NA,NA,0.333333333,0.577350269,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,50 m,7,7,50m_7,3,43,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,50 m,8,8,50m_8,3,44,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,50 m,9,9,50m_9,3,45,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,50 m,10,10,50m_10,3,46,1,0,0,NA,NA,0.333333333,0.577350269,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,1,1,75m_1,3,47,1,0,0,NA,NA,0.333333333,0.577350269,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,2,2,75m_2,3,48,0,1,0,NA,NA,0.333333333,0.577350269,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,3,3,75m_3,3,49,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,4,4,75m_4,3,50,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,5,5,75m_5,3,51,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,6,6,75m_6,3,52,0,1,0,NA,NA,0.333333333,0.577350269,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,7,7,75m_7,3,53,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,8,8,75m_8,3,54,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,9,9,75m_9,3,55,0,0,0,NA,NA,0,0,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,1,75 m,10,10,75m_10,3,56,1,0,0,NA,NA,0.333333333,0.577350269,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
Horsham SPA,2,0 m,1,1,0m_1,5,1,7,5,2,3,4,4.2,1.923538406,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,7.643896233,0
Horsham SPA,2,0 m,1,1,0m_1,5,2,1,3,6,1,2,2.6,2.073644135,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,8.643896233,0
Horsham SPA,2,0 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,2,4,0m_2,5,3,0,3,5,6,1,3,2.549509757,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,9.643896233,0
Horsham SPA,2,0 m,2,4,0m_2,5,4,3,2,3,5,2,3,1.224744871,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,10.64389623,0
Horsham SPA,2,0 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,3,7,0m_3,5,5,5,1,4,1,4,3,1.870828693,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,11.64389623,0
Horsham SPA,2,0 m,3,7,0m_3,5,6,3,4,2,2,0,2.2,1.483239697,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,12.64389623,0
Horsham SPA,2,0 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,0 m,4,10,0m_4,5,7,3,0,1,4,4,2.4,1.816590212,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,13.64389623,0
Horsham SPA,2,0 m,4,10,0m_4,5,8,5,7,5,4,3,4.8,1.483239697,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,14.64389623,0
Horsham SPA,2,10 m,1,1,10m_1,5,9,1,2,4,1,0,1.6,1.516575089,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,15.64389623,0
Horsham SPA,2,10 m,1,1,10m_1,5,10,1,1,2,1,0,1,0.707106781,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,16.64389623,0
Horsham SPA,2,10 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,2,4,10m_2,5,11,3,2,2,3,2,2.4,0.547722558,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,17.64389623,0
Horsham SPA,2,10 m,2,4,10m_2,5,12,3,2,2,1,0,1.6,1.140175425,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,18.64389623,0
Horsham SPA,2,10 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,3,7,10m_3,5,13,2,2,4,2,0,2,1.414213562,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,19.64389623,0
Horsham SPA,2,10 m,3,7,10m_3,5,14,0,1,0,1,0,0.4,0.547722558,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,20.64389623,0
Horsham SPA,2,10 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horsham SPA,2,10 m,4,10,10m_4,5,15,0,0,2,0,1,0.6,0.894427191,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,21.64389623,0
Horsham SPA,2,10 m,4,10,10m_4,5,16,0,0,1,1,0,0.4,0.547722558,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,22.64389623,0
Horsham SPA,2,25 m,1,1,25m_1,5,17,0,1,2,2,1,1.2,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,23.64389623,0
Horsham SPA,2,25 m,1,1,25m_1,5,18,2,1,1,0,1,1,0.707106781,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,24.64389623,0
Horsham SPA,2,25 m,2,2,25m_2,5,19,0,0,2,0,2,0.8,1.095445115,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,25.64389623,0
Horsham SPA,2,25 m,2,2,25m_2,5,20,3,2,2,3,1,2.2,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,26.64389623,0
Horsham SPA,2,25 m,3,3,25m_3,5,21,2,2,2,2,1,1.8,0.447213595,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,27.64389623,0
Horsham SPA,2,25 m,3,3,25m_3,5,22,0,0,2,1,0,0.6,0.894427191,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,28.64389623,0
Horsham SPA,2,25 m,4,4,25m_4,5,23,0,0,0,1,0,0.2,0.447213595,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,29.64389623,0
Horsham SPA,2,25 m,4,4,25m_4,5,24,2,1,1,0,0,0.8,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,30.64389623,0
Horsham SPA,2,25 m,5,5,25m_5,5,25,0,0,2,1,1,0.8,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,31.64389623,0
Horsham SPA,2,25 m,5,5,25m_5,5,26,0,2,0,0,0,0.4,0.894427191,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,32.64389623,0
Horsham SPA,2,25 m,6,6,25m_6,5,27,1,1,0,0,2,0.8,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,33.64389623,0
Horsham SPA,2,25 m,6,6,25m_6,5,28,0,0,0,0,1,0.2,0.447213595,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,34.64389623,0
Horsham SPA,2,25 m,7,7,25m_7,5,29,2,2,1,1,0,1.2,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,35.64389623,0
Horsham SPA,2,25 m,7,7,25m_7,5,30,1,1,1,0,0,0.6,0.547722558,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,36.64389623,0
Horsham SPA,2,25 m,8,8,25m_8,5,31,0,0,0,0,0,0,0,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,37.64389623,0
Horsham SPA,2,25 m,8,8,25m_8,5,32,1,0,0,2,1,0.8,0.836660027,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,38.64389623,0
Horsham SPA,2,25 m,9,9,25m_9,5,33,1,0,0,0,0,0.2,0.447213595,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,39.64389623,0
Horsham SPA,2,25 m,9,9,25m_9,5,34,0,1,1,0,0,0.4,0.547722558,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,40.64389623,0
Horsham SPA,2,25 m,10,10,25m_10,5,35,0,1,1,1,0,0.6,0.547722558,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,41.64389623,0
Horsham SPA,2,25 m,10,10,25m_10,5,36,1,0,2,0,0,0.6,0.894427191,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,42.64389623,0
Horsham SPA,2,50 m,1,1,50m_1,3,37,2,0,0,NA,NA,0.666666667,1.154700538,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,43.64389623,0
Horsham SPA,2,50 m,2,2,50m_2,3,38,0,1,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,44.64389623,0
Horsham SPA,2,50 m,3,3,50m_3,3,39,1,0,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,45.64389623,0
Horsham SPA,2,50 m,4,4,50m_4,3,40,0,1,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,46.64389623,0
Horsham SPA,2,50 m,5,5,50m_5,3,41,0,0,0,NA,NA,0,0,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,47.64389623,0
Horsham SPA,2,50 m,6,6,50m_6,3,42,2,1,0,NA,NA,1,1,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,48.64389623,0
Horsham SPA,2,50 m,7,7,50m_7,3,43,0,0,0,NA,NA,0,0,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,49.64389623,0
Horsham SPA,2,50 m,8,8,50m_8,3,44,1,0,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,50.64389623,0
Horsham SPA,2,50 m,9,9,50m_9,3,45,1,0,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,51.64389623,0
Horsham SPA,2,50 m,10,10,50m_10,3,46,0,0,1,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,52.64389623,0
Horsham SPA,2,75 m,1,1,75m_1,3,47,1,0,1,NA,NA,0.666666667,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,53.64389623,0
Horsham SPA,2,75 m,2,2,75m_2,3,48,0,0,1,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,54.64389623,0
Horsham SPA,2,75 m,3,3,75m_3,3,49,0,0,1,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,55.64389623,0
Horsham SPA,2,75 m,4,4,75m_4,3,50,0,0,1,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,56.64389623,0
Horsham SPA,2,75 m,5,5,75m_5,3,51,0,1,1,NA,NA,0.666666667,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,57.64389623,0
Horsham SPA,2,75 m,6,6,75m_6,3,52,1,0,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,58.64389623,0
Horsham SPA,2,75 m,7,7,75m_7,3,53,0,1,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,59.64389623,0
Horsham SPA,2,75 m,8,8,75m_8,3,54,0,0,1,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,60.64389623,0
Horsham SPA,2,75 m,9,9,75m_9,3,55,0,1,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,61.64389623,0
Horsham SPA,2,75 m,10,10,75m_10,3,56,0,1,0,NA,NA,0.333333333,0.577350269,14.23854069,70.04256314,1.994836296,3.996127222,6.734050514,241.4812529,0.017399439,rain,62.64389623,0
Curyo,1,0 m,1,1,0m_1,5,1,2,0,4,2,2,2,1.414213562,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,6.822805496,0
Curyo,1,0 m,1,1,0m_1,5,2,3,0,0,2,3,1.6,1.516575089,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,7.822805496,0
Curyo,1,0 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,2,4,0m_2,5,3,0,2,3,1,2,1.6,1.140175425,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,8.822805496,0
Curyo,1,0 m,2,4,0m_2,5,4,3,3,0,5,9,4,3.31662479,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,9.822805496,0
Curyo,1,0 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,3,7,0m_3,5,5,0,0,4,1,1,1.2,1.643167673,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,10.8228055,0
Curyo,1,0 m,3,7,0m_3,5,6,3,2,0,1,2,1.6,1.140175425,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,11.8228055,0
Curyo,1,0 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curyo,1,0 m,4,10,0m_4,5,7,2,0,0,4,2,1.6,1.673320053,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,12.8228055,0
Curyo,1,0 m,4,10,0m_4,5,8,3,2,0,3,NA,2,1.414213562,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,13.8228055,0
Curyo,1,10 m,1,1,10m_1,5,9,0,3,0,1,1,1,1.224744871,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,14.8228055,0
Curyo,1,10 m,1,1,10m_1,5,10,2,0,0,2,4,1.6,1.673320053,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,15.8228055,0
Curyo,1,10 m,2,4,10m_2,5,11,0,0,0,0,0,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,16.8228055,0
Curyo,1,10 m,2,4,10m_2,5,12,0,0,0,2,NA,0.5,1,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,17.8228055,0
Curyo,1,10 m,3,7,10m_3,5,13,3,1,3,0,0,1.4,1.516575089,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,18.8228055,0
Curyo,1,10 m,3,7,10m_3,5,14,2,2,1,0,0,1,1,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,19.8228055,0
Curyo,1,10 m,4,10,10m_4,5,15,2,0,0,0,0,0.4,0.894427191,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,20.8228055,0
Curyo,1,10 m,4,10,10m_4,5,16,0,0,2,0,1,0.6,0.894427191,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,21.8228055,0
Curyo,1,25 m,1,1,25m_1,5,17,2,0,1,0,0,0.6,0.894427191,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,22.8228055,0
Curyo,1,25 m,1,1,25m_1,5,18,2,1,0,2,0,1,1,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,23.8228055,0
Curyo,1,25 m,2,2,25m_2,5,19,1,2,1,2,2,1.6,0.547722558,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,24.8228055,0
Curyo,1,25 m,2,2,25m_2,5,20,1,0,0,0,1,0.4,0.547722558,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,25.8228055,0
Curyo,1,25 m,3,3,25m_3,5,21,2,2,1,3,NA,2,0.816496581,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,26.8228055,0
Curyo,1,25 m,3,3,25m_3,5,22,0,1,1,0,NA,0.5,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,27.8228055,0
Curyo,1,25 m,4,4,25m_4,5,23,NA,NA,NA,NA,NA,NA,NA,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,28.8228055,0
Curyo,1,25 m,4,4,25m_4,5,24,NA,NA,NA,NA,NA,NA,NA,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,29.8228055,0
Curyo,1,25 m,5,5,25m_5,5,25,0,1,0,0,0,0.2,0.447213595,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,30.8228055,0
Curyo,1,25 m,5,5,25m_5,5,26,0,0,0,1,2,0.6,0.894427191,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,31.8228055,0
Curyo,1,25 m,6,6,25m_6,5,27,0,2,0,0,2,0.8,1.095445115,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,32.8228055,0
Curyo,1,25 m,6,6,25m_6,5,28,0,0,0,1,0,0.2,0.447213595,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,33.8228055,0
Curyo,1,25 m,7,7,25m_7,5,29,1,1,1,2,2,1.4,0.547722558,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,34.8228055,0
Curyo,1,25 m,7,7,25m_7,5,30,0,0,0,0,0,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,35.8228055,0
Curyo,1,25 m,8,8,25m_8,5,31,0,2,2,0,1,1,1,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,36.8228055,0
Curyo,1,25 m,8,8,25m_8,5,32,1,2,0,0,0,0.6,0.894427191,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,37.8228055,0
Curyo,1,25 m,9,9,25m_9,5,33,1,1,0,0,2,0.8,0.836660027,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,38.8228055,0
Curyo,1,25 m,9,9,25m_9,5,34,1,0,0,0,0,0.2,0.447213595,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,39.8228055,0
Curyo,1,25 m,10,10,25m_10,5,35,0,0,2,0,1,0.6,0.894427191,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,40.8228055,0
Curyo,1,25 m,10,10,25m_10,5,36,0,1,0,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,41.8228055,0
Curyo,1,50 m,1,1,50m_1,3,37,0,4,1,NA,NA,1.666666667,2.081665999,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,42.8228055,0
Curyo,1,50 m,2,2,50m_2,3,38,0,0,0,NA,NA,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,43.8228055,0
Curyo,1,50 m,3,3,50m_3,3,39,1,0,0,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,44.8228055,0
