BCG-Agfarm 3 Curyo 
Reading Time,Rainfall,Humidity,Temperature,Wind Speed,Wind Direction
12/10/2019 10:48 PM,0,62,10.9,2,NE
12/10/2019 10:34 PM,0,61,11.1,1.3,NE
12/10/2019 10:19 PM,0,56,12.1,1.3,NE
12/10/2019 10:05 PM,0,52,13.1,1.7,NE
12/10/2019 9:50 PM,0,46,15.2,1.1,NE
12/10/2019 9:36 PM,0,45,15.4,0.8,NE
12/10/2019 9:21 PM,0,43,15.9,2.5,NE
12/10/2019 9:07 PM,0,43,16,1.4,NE
12/10/2019 8:52 PM,0,42,16.1,1.5,NE
12/10/2019 8:38 PM,0,40,16.4,1.8,NE
12/10/2019 8:24 PM,0,36,17.3,2.1,NE
12/10/2019 8:09 PM,0,32,18.4,0.2,NNE
12/10/2019 7:55 PM,0,34,17.6,1.2,NNE
12/10/2019 7:40 PM,0,35,17.6,1.6,NNE
12/10/2019 7:26 PM,0,35,17.9,1.2,NNE
12/10/2019 7:11 PM,0,35,17.6,0.2,NNE
12/10/2019 6:57 PM,0,34,18.4,1.8,NNE
12/10/2019 6:42 PM,0,32,19.5,0.2,N
12/10/2019 6:28 PM,0,32,20.2,0,N
12/10/2019 6:14 PM,0,32,20.5,0.6,N
12/10/2019 5:59 PM,0,31,21.5,1.7,N
12/10/2019 5:45 PM,0,25,22.8,2.3,N
12/10/2019 5:31 PM,0,25,23.3,2.7,NNE
12/10/2019 5:16 PM,0,24,23.2,6.4,N
12/10/2019 5:02 PM,0,23,23.6,5.7,N
12/10/2019 4:48 PM,0,23,23.7,6.9,NNE
12/10/2019 4:33 PM,0,23,23.8,7.5,N
12/10/2019 4:19 PM,0,22,23.7,4.5,N
12/10/2019 3:51 PM,0,21,24.1,7.7,N
12/10/2019 3:36 PM,0,21,24,8.3,N
12/10/2019 3:22 PM,0,19,23.7,10.4,ENE
12/10/2019 3:08 PM,0,19,23.7,9.3,ENE
12/10/2019 2:54 PM,0,22,23.9,4.9,NNE
12/10/2019 2:39 PM,0,24,23.3,9.2,E
12/10/2019 2:25 PM,0,24,23.9,5.6,NNE
12/10/2019 2:11 PM,0,26,23.3,5.4,WNW
12/10/2019 1:56 PM,0,28,22.8,8,ENE
12/10/2019 1:42 PM,0,26,23.6,6.9,NNW
12/10/2019 1:28 PM,0,26,22.8,6.8,NW
12/10/2019 1:14 PM,0,27,22.6,6,N
12/10/2019 12:59 PM,0,28,22.5,5.9,NNW
12/10/2019 12:45 PM,0,28,22.5,7.3,NNE
12/10/2019 12:31 PM,0,28,22.4,6.5,NNW
12/10/2019 12:16 PM,0,31,21.8,7.3,NE
12/10/2019 12:02 PM,0,32,21.7,7,NNW
12/10/2019 11:48 AM,0,32,21.6,6.1,E
12/10/2019 11:33 AM,0,36,21.4,6.9,NNW
12/10/2019 11:19 AM,0,37,20.6,5.4,NE
12/10/2019 11:05 AM,0,41,20.6,3.9,ENE
12/10/2019 10:51 AM,0,42,20,5.5,N
12/10/2019 10:36 AM,0,47,19.6,3.1,NW
12/10/2019 10:22 AM,0,49,19.3,3.7,ENE
12/10/2019 10:08 AM,0,51,18.4,3,NW
12/10/2019 9:53 AM,0,52,18.2,4,N
12/10/2019 9:39 AM,0,54,17.8,4.8,NNE
12/10/2019 9:25 AM,0,55,17.2,5.9,NE
12/10/2019 9:10 AM,0,58,16.2,6.9,NE
12/10/2019 8:56 AM,0,62,15.1,7.6,NNE
12/10/2019 8:41 AM,0,66,14.2,8.4,NE
12/10/2019 8:27 AM,0,69,13.5,8.8,NE
12/10/2019 8:13 AM,0,76,12.5,6.8,E
12/10/2019 7:58 AM,0,85,11.2,4.6,E
12/10/2019 7:44 AM,0,90,10,3.5,ESE
12/10/2019 7:29 AM,0,93,8.6,3.7,ESE
12/10/2019 7:15 AM,0,94,7.6,4.1,SSE
12/10/2019 7:00 AM,0,94,6.9,4.2,SSE
12/10/2019 6:46 AM,0,94,5.9,3.7,S
12/10/2019 6:31 AM,0,94,5,4,S
12/10/2019 6:17 AM,0,94,4.4,4.4,S
12/10/2019 6:02 AM,0,93,4.1,6.7,S
12/10/2019 5:33 AM,0,93,4.4,6.3,S
12/10/2019 5:18 AM,0,93,4.7,6.6,S
12/10/2019 5:04 AM,0,93,4.8,7,S
12/10/2019 4:49 AM,0,93,5.1,7.5,S
12/10/2019 4:35 AM,0,93,5.2,7.1,S
12/10/2019 4:20 AM,0,93,5.3,7,S
12/10/2019 4:05 AM,0,93,5.2,7.1,S
12/10/2019 3:51 AM,0,93,5.3,7.1,S
12/10/2019 3:36 AM,0,92,5.4,5.6,S
12/10/2019 3:22 AM,0,92,5.6,4.1,S
12/10/2019 3:07 AM,0,92,5.7,3.7,S
12/10/2019 2:52 AM,0,92,5.8,4.6,S
12/10/2019 2:38 AM,0,92,6,5.1,S
12/10/2019 2:23 AM,0,92,6,5.3,S
12/10/2019 2:09 AM,0,92,6.3,5.8,S
12/10/2019 1:54 AM,0,92,6.3,7.2,S
12/10/2019 1:39 AM,0,92,6.5,5.9,S
12/10/2019 1:25 AM,0,91,6.6,6.2,S
12/10/2019 1:10 AM,0,91,6.7,5.3,S
12/10/2019 12:56 AM,0,90,7,6.4,S
12/10/2019 12:41 AM,0,90,7.4,6.1,S
12/10/2019 12:27 AM,0,90,7.4,7,S
12/10/2019 12:12 AM,0,89,7.5,7.1,S
11/10/2019 11:58 PM,0,89,7.5,7.7,S
11/10/2019 11:43 PM,0,88,7.6,8,S
11/10/2019 11:28 PM,0,88,7.8,7.9,S
11/10/2019 11:14 PM,0,87,7.7,8.4,S
11/10/2019 10:59 PM,0,86,7.9,8.9,S
11/10/2019 10:45 PM,0,84,8.3,8.3,S
11/10/2019 10:30 PM,0,82,8.7,8.6,S
11/10/2019 10:16 PM,0,80,8.8,6.3,S
11/10/2019 10:01 PM,0,78,9,5.9,S
11/10/2019 9:47 PM,0,75,9.3,7,S
11/10/2019 9:32 PM,0,71,10,5.6,SSW
11/10/2019 9:18 PM,0,68,10.7,4.4,SSW
11/10/2019 9:03 PM,0,66,11.1,4.9,SSW
11/10/2019 8:49 PM,0,65,11.4,4.8,SSW
11/10/2019 8:34 PM,0,63,11.7,4.4,SSW
11/10/2019 8:20 PM,0,60,12.5,4.9,SW
11/10/2019 8:05 PM,0,59,12.7,5.2,SW
11/10/2019 7:51 PM,0,59,12.9,4.4,SW
11/10/2019 7:37 PM,0,58,13.1,3.6,SW
11/10/2019 7:22 PM,0,56,13.6,4.1,SW
11/10/2019 7:08 PM,0,54,14.3,5.1,SW
11/10/2019 6:53 PM,0,52,15,5.4,SW
11/10/2019 6:39 PM,0,50,15.7,5.4,SW
11/10/2019 6:24 PM,0,47,16.8,6.4,SW
11/10/2019 6:10 PM,0,44,17.6,8.1,SSW
11/10/2019 5:55 PM,0,42,18.2,8.2,SSW
11/10/2019 5:41 PM,0,41,18.7,8.5,SW
11/10/2019 5:27 PM,0,39,19.2,8.4,SSW
11/10/2019 5:12 PM,0,41,19.4,9,S
11/10/2019 4:58 PM,0,39,19.7,10.8,SSW
11/10/2019 4:44 PM,0,38,20,7.7,S
11/10/2019 4:29 PM,0,38,19.9,10.6,S
11/10/2019 4:15 PM,0,38,20.2,9.2,SSW
11/10/2019 4:01 PM,0,39,20.2,10.7,SSW
11/10/2019 3:46 PM,0,39,20.3,10.8,SSW
11/10/2019 3:32 PM,0,38,20.5,7.5,S
11/10/2019 3:17 PM,0,38,19.7,9.8,S
11/10/2019 3:03 PM,0,39,20.2,9.7,S
11/10/2019 2:49 PM,0,38,20.2,12.5,SSW
11/10/2019 2:34 PM,0,40,20,10.5,SW
11/10/2019 2:20 PM,0,42,20.1,9.4,S
11/10/2019 2:06 PM,0,41,20.2,9.9,SSE
11/10/2019 1:51 PM,0,41,20,10.6,S
11/10/2019 1:37 PM,0,42,20.1,9.7,S
11/10/2019 1:23 PM,0,40,20,9.5,S
11/10/2019 1:08 PM,0,42,19.2,11.6,S
11/10/2019 12:54 PM,0,41,19.3,6.6,SE
11/10/2019 12:40 PM,0,43,19.1,9.9,S
11/10/2019 12:25 PM,0,44,18.7,8.4,SSE
11/10/2019 12:11 PM,0,46,18.5,9,SSE
11/10/2019 11:57 AM,0,46,18.4,8.8,SSE
11/10/2019 11:42 AM,0,46,18.6,9.1,SE
11/10/2019 11:28 AM,0,50,17.3,6.5,S
11/10/2019 11:13 AM,0,50,17.4,9.7,S
11/10/2019 10:59 AM,0,50,17.3,7.9,SSW
11/10/2019 10:45 AM,0,51,17.1,7.7,SSE
11/10/2019 10:30 AM,0,55,16.2,7.7,SSW
11/10/2019 10:16 AM,0,55,16,10.8,S
11/10/2019 10:01 AM,0,58,15.6,9.8,SSW
11/10/2019 9:47 AM,0,60,15.2,8.8,S
11/10/2019 9:33 AM,0,62,14.6,9.2,S
11/10/2019 9:18 AM,0,65,14.1,10.5,S
11/10/2019 9:04 AM,0,68,13.8,12.4,SSE
11/10/2019 8:49 AM,0,70,13.2,12.9,S
11/10/2019 8:35 AM,0,72,12.7,13.5,SSE
11/10/2019 8:20 AM,0,77,12,13,SSW
11/10/2019 8:06 AM,0,82,10.9,13.8,SSW
11/10/2019 7:52 AM,0,86,10,11.4,S
11/10/2019 7:37 AM,0,90,9,9.5,S
11/10/2019 7:23 AM,0,92,7.9,7.5,SSE
11/10/2019 7:08 AM,0,93,6.9,4.6,SSW
11/10/2019 6:54 AM,0,93,6.1,3.5,SSW
11/10/2019 6:39 AM,0,93,5.3,3.1,SSW
11/10/2019 6:25 AM,0,93,4.5,2.3,SSW
11/10/2019 6:10 AM,0,93,4.8,3.3,SSW
11/10/2019 5:56 AM,0,93,4.8,3.6,SSW
11/10/2019 5:41 AM,0,93,5,4,SSW
11/10/2019 5:27 AM,0,93,5.4,4.8,S
11/10/2019 5:12 AM,0,93,5.3,5.3,S
11/10/2019 4:57 AM,0,93,5,6.2,S
11/10/2019 4:43 AM,0,93,4.7,5.3,S
11/10/2019 4:28 AM,0,93,4.8,4.7,S
11/10/2019 4:14 AM,0,92,4.7,4.9,S
11/10/2019 3:59 AM,0,92,4.8,5.3,S
11/10/2019 3:44 AM,0,92,5,5.7,S
11/10/2019 3:30 AM,0,92,5.2,5.2,S
11/10/2019 3:15 AM,0,92,5.6,4.7,S
11/10/2019 3:01 AM,0,92,5.6,5.1,S
11/10/2019 2:46 AM,0,92,5.6,5.3,S
11/10/2019 2:32 AM,0,92,5.7,5.1,S
11/10/2019 2:17 AM,0,91,5.7,4.1,S
11/10/2019 1:48 AM,0,91,5.5,4.6,S
11/10/2019 1:33 AM,0,90,5.6,5.4,S
11/10/2019 1:19 AM,0,89,6,5.1,S
11/10/2019 1:04 AM,0,88,6.5,5.3,S
11/10/2019 12:49 AM,0,88,7.1,4,S
11/10/2019 12:35 AM,0,88,7.4,3.4,SSE
11/10/2019 12:20 AM,0,87,7.6,3.6,SSE
11/10/2019 12:06 AM,0,86,8,3.1,SSE
10/10/2019 11:51 PM,0,85,8.3,3.1,SSE
10/10/2019 11:37 PM,0,84,8.5,4.2,SSE
10/10/2019 11:22 PM,0,83,8.8,4.5,SSE
10/10/2019 11:08 PM,0,82,8.9,5,S
10/10/2019 10:53 PM,0,81,9.3,5.9,S
10/10/2019 10:39 PM,0,79,9.7,7.3,S
10/10/2019 10:24 PM,0,78,9.8,8.3,S
10/10/2019 10:10 PM,0,78,9.7,8.7,SSE
10/10/2019 9:55 PM,0,77,9.7,8,S
10/10/2019 9:41 PM,0,77,9.2,7.3,S
10/10/2019 9:26 PM,0,75,8.9,6.5,S
10/10/2019 9:12 PM,0,74,8.9,5.7,S
10/10/2019 8:57 PM,0,74,9,7.5,S
10/10/2019 8:42 PM,0,73,9.2,6.7,S
10/10/2019 8:28 PM,0,70,9.9,6.8,S
10/10/2019 8:13 PM,0,68,10.7,6,S
10/10/2019 7:59 PM,0,67,10.9,6.5,S
10/10/2019 7:44 PM,0,66,11.3,6.1,SSE
10/10/2019 7:30 PM,0,63,12,6.2,S
10/10/2019 7:15 PM,0,63,12.3,5,S
10/10/2019 7:01 PM,0,61,12.7,6.8,S
10/10/2019 6:46 PM,0,57,13.8,8.6,S
10/10/2019 6:32 PM,0,54,14.8,10.5,S
10/10/2019 6:18 PM,0,52,15.7,12.7,S
10/10/2019 6:03 PM,0,49,16.4,13,SSE
10/10/2019 5:49 PM,0,47,16.9,14.1,SSW
10/10/2019 5:34 PM,0,46,17.3,16.5,SSW
10/10/2019 5:20 PM,0,45,17.9,14.1,SSW
10/10/2019 5:05 PM,0,45,18,15.4,S
10/10/2019 4:51 PM,0,44,18.4,14.4,S
10/10/2019 4:37 PM,0,43,18.8,13.8,S
10/10/2019 4:22 PM,0,42,18.9,13,SSW
10/10/2019 4:08 PM,0,41,19.2,10.9,S
10/10/2019 3:53 PM,0,41,19.2,14.3,S
10/10/2019 3:39 PM,0,41,19.3,10.6,SW
10/10/2019 3:25 PM,0,38,19.4,10.2,SSW
10/10/2019 3:10 PM,0,40,19.3,10.4,SSW
10/10/2019 2:56 PM,0,42,19.1,10.3,SE
10/10/2019 2:42 PM,0,40,19.1,9.4,SW
10/10/2019 2:27 PM,0,40,18.8,10.2,SSE
10/10/2019 2:13 PM,0,42,18.5,7.8,S
10/10/2019 1:59 PM,0,42,18.8,8,SSW
10/10/2019 1:44 PM,0,44,18.3,7.9,S
10/10/2019 1:30 PM,0,44,17.7,9.7,S
10/10/2019 1:15 PM,0,47,17.4,11.4,SSW
10/10/2019 1:01 PM,0,46,17.7,9.8,SSW
10/10/2019 12:47 PM,0,46,17.4,9.4,SSE
10/10/2019 12:32 PM,0,48,17.4,7.9,SW
10/10/2019 12:18 PM,0,50,16.8,6.1,SSE
10/10/2019 12:03 PM,0,49,16.6,7.3,NNW
10/10/2019 11:49 AM,0,52,16.1,10,SW
10/10/2019 11:35 AM,0,55,15.8,6,SSE
10/10/2019 11:20 AM,0,54,15.5,8.7,S
10/10/2019 11:06 AM,0,54,15.3,7.8,S
10/10/2019 10:51 AM,0,56,14.9,8.3,S
10/10/2019 10:37 AM,0,56,14.9,6.2,SSE
10/10/2019 10:23 AM,0,57,14.7,0.6,SSE
10/10/2019 10:08 AM,0,60,13.7,0,S
10/10/2019 9:54 AM,0,62,13.9,1,ESE
10/10/2019 9:39 AM,0,63,12.8,0,SSE
10/10/2019 9:25 AM,0,64,12.8,0,S
10/10/2019 9:10 AM,0,68,12,0,SSW
10/10/2019 8:56 AM,0,66,12.2,1.2,S
10/10/2019 8:42 AM,0,68,11.9,0.2,SSE
10/10/2019 8:27 AM,0,71,11.6,0,SSE
10/10/2019 8:13 AM,0,74,11.2,0,S
10/10/2019 7:58 AM,0,79,10.7,0,SE
10/10/2019 7:44 AM,0,85,9.5,0,S
10/10/2019 7:29 AM,0,88,8.1,0,S
10/10/2019 7:15 AM,0,88,6.7,0,S
10/10/2019 7:00 AM,0,88,6.3,0,S
10/10/2019 6:46 AM,0,90,5.7,0,SSW
10/10/2019 6:31 AM,0,90,4.6,0,S
10/10/2019 6:17 AM,0,90,4.1,0,S
10/10/2019 6:02 AM,0,90,3.9,0,S
10/10/2019 5:48 AM,0,90,3.8,0,S
10/10/2019 5:33 AM,0,90,3.9,0,S
10/10/2019 5:18 AM,0,90,3.8,0,S
10/10/2019 5:04 AM,0,91,3.7,0,S
10/10/2019 4:49 AM,0,91,3.4,0,S
10/10/2019 4:35 AM,0,90,3.6,0,S
10/10/2019 4:20 AM,0,90,4.1,0,S
10/10/2019 4:06 AM,0,90,4,0,S
10/10/2019 3:51 AM,0,90,4.2,0,S
10/10/2019 3:36 AM,0,90,4.1,0,S
10/10/2019 3:22 AM,0,90,4.6,0,S
10/10/2019 3:07 AM,0,90,4.7,0,S
10/10/2019 2:53 AM,0,89,4.7,0,S
10/10/2019 2:38 AM,0,89,5.3,0,S
10/10/2019 2:23 AM,0,89,5.8,0,S
10/10/2019 2:09 AM,0,89,6.2,0,S
10/10/2019 1:54 AM,0,88,6,0,S
10/10/2019 1:40 AM,0,89,6.3,0,S
10/10/2019 1:25 AM,0,89,6.3,0,S
10/10/2019 1:11 AM,0,89,6.5,0,S
10/10/2019 12:56 AM,0,89,6.6,0,S
10/10/2019 12:42 AM,0,88,6.9,0,S
10/10/2019 12:27 AM,0,88,7.4,0,S
10/10/2019 12:12 AM,0,88,7.6,0,S
9/10/2019 11:58 PM,0,87,7.9,0,S
9/10/2019 11:43 PM,0,87,8.3,0,S
9/10/2019 11:29 PM,0,86,8.8,0,SSW
9/10/2019 11:14 PM,0,86,8.9,0,SSW
9/10/2019 11:00 PM,0,86,8.8,0,S
9/10/2019 10:45 PM,0,85,9,0,S
9/10/2019 10:31 PM,0,84,9.1,0,S
9/10/2019 10:16 PM,0,82,9.5,0,S
9/10/2019 10:02 PM,0,80,9.7,0,S
9/10/2019 9:47 PM,0,78,10.2,0,S
9/10/2019 9:33 PM,0,76,10.4,0,S
9/10/2019 9:18 PM,0,75,10.1,0,S
9/10/2019 9:04 PM,0,73,10.2,0,S
9/10/2019 8:49 PM,0,72,10.5,0,S
9/10/2019 8:35 PM,0,72,10.6,0,S
9/10/2019 8:21 PM,0,71,11.2,0,S
9/10/2019 8:06 PM,0,70,11.7,0,S
9/10/2019 7:52 PM,0,69,11.9,0,S
9/10/2019 7:37 PM,0,70,12,0,S
9/10/2019 7:22 PM,0,71,11.3,0,S
9/10/2019 7:08 PM,0,70,11.3,0,S
9/10/2019 6:53 PM,0,67,12,0,S
9/10/2019 6:39 PM,0,63,13,0.1,S
9/10/2019 6:25 PM,0,61,13.7,0.1,S
9/10/2019 6:10 PM,0,59,14.4,0.2,S
9/10/2019 5:56 PM,0,58,14.9,0.5,S
9/10/2019 5:41 PM,0,56,15.4,1.1,S
9/10/2019 5:27 PM,0,55,15.8,0,S
9/10/2019 5:12 PM,0,54,16,0,SSE
9/10/2019 4:58 PM,0,53,16.4,0,SSE
9/10/2019 4:44 PM,0,53,16.5,0.3,S
9/10/2019 4:29 PM,0,52,16.7,0.3,SSE
9/10/2019 4:15 PM,0,52,17,0,S
9/10/2019 4:00 PM,0,51,17.1,0,SSE
9/10/2019 3:46 PM,0,52,16.7,0.2,S
9/10/2019 3:32 PM,0,50,17,0,SSW
9/10/2019 3:17 PM,0,51,17.1,1.4,S
9/10/2019 3:03 PM,0,50,17.2,0.3,SSW
9/10/2019 2:48 PM,0,50,17.1,0,SSW
9/10/2019 2:34 PM,0,51,16.8,0.3,S
9/10/2019 2:20 PM,0,51,16.7,1.2,S
9/10/2019 2:05 PM,0,51,16.8,0,S
9/10/2019 1:51 PM,0,51,16.7,0.2,S
9/10/2019 1:36 PM,0,51,16.4,0.6,SSW
9/10/2019 1:22 PM,0,51,16.5,0.7,S
9/10/2019 1:07 PM,0,52,16.4,0.1,S
9/10/2019 12:53 PM,0,52,16,0.2,SSE
9/10/2019 12:39 PM,0,54,15.6,1.3,S
9/10/2019 12:24 PM,0,53,15.5,0.5,SSW
9/10/2019 12:10 PM,0,54,15.5,0.1,SSE
9/10/2019 11:55 AM,0,55,15.4,0.5,S
9/10/2019 11:41 AM,0,54,15.4,0.1,SSW
9/10/2019 11:27 AM,0,54,15.2,0.3,SSE
9/10/2019 11:12 AM,0,56,14.6,0,SSE
9/10/2019 10:58 AM,0,59,14.5,0.1,SW
9/10/2019 10:43 AM,0,58,14.2,0.5,S
9/10/2019 10:29 AM,0,58,14.1,0,SSE
9/10/2019 10:14 AM,0,61,13.1,0,SSE
9/10/2019 10:00 AM,0,60,14,0,SSE
9/10/2019 9:46 AM,0,62,13,1.1,S
9/10/2019 9:31 AM,0,65,12.4,0.3,S
9/10/2019 9:17 AM,0,63,12.7,0.3,SSE
9/10/2019 9:02 AM,0,67,12,0.5,SSW
9/10/2019 8:48 AM,0,69,11.7,0.2,S
9/10/2019 8:33 AM,0,72,11.2,0,S
9/10/2019 8:19 AM,0,77,10.4,0.4,SSW
9/10/2019 8:04 AM,0,81,9.4,0,SSW
9/10/2019 7:50 AM,0,85,8.2,0,S
9/10/2019 7:36 AM,0,88,6.9,0,SSW
9/10/2019 7:21 AM,0,90,5.7,0,SW
9/10/2019 7:07 AM,0,91,4.1,0,S
9/10/2019 6:52 AM,0,91,2.9,0,SW
9/10/2019 6:37 AM,0,91,2.1,0,SSW
9/10/2019 6:23 AM,0,91,1.8,0,SSW
9/10/2019 6:08 AM,0,91,1.3,0,SSW
9/10/2019 5:54 AM,0,91,1.3,0,SSW
9/10/2019 5:39 AM,0,91,1.3,0,SSW
9/10/2019 5:24 AM,0,91,1.5,0,SSW
9/10/2019 5:10 AM,0,91,1.5,0,SSW
9/10/2019 4:55 AM,0,91,1.8,0,SSW
9/10/2019 4:40 AM,0,91,1.6,0,S
9/10/2019 4:26 AM,0,91,1.4,0,S
9/10/2019 4:11 AM,0,90,1.5,0,SSW
9/10/2019 3:56 AM,0,90,1.6,0,SSW
9/10/2019 3:42 AM,0,90,2.3,0,SSW
9/10/2019 3:27 AM,0,90,2.4,0,SSW
9/10/2019 3:13 AM,0,90,2.2,0,S
9/10/2019 2:58 AM,0,90,2.2,0,SSW
9/10/2019 2:43 AM,0,90,2.3,0,SSW
9/10/2019 2:29 AM,0,90,2.3,0,SSW
9/10/2019 2:14 AM,0,90,2.5,0,SSW
9/10/2019 1:59 AM,0,90,2.5,0,SSW
9/10/2019 1:45 AM,0,89,2.4,0,S
9/10/2019 1:30 AM,0,89,2.5,0,SSW
9/10/2019 1:15 AM,0,89,2.8,0,SSW
9/10/2019 1:01 AM,0,88,2.8,0,S
9/10/2019 12:46 AM,0,88,3.1,0,S
9/10/2019 12:32 AM,0,87,3.4,0,S
9/10/2019 12:17 AM,0,86,3.5,0,S
9/10/2019 12:02 AM,0,85,4,0,S
8/10/2019 11:48 PM,0,85,4.8,0,S
8/10/2019 11:33 PM,0,85,4.7,0,S
8/10/2019 11:18 PM,0,85,4.6,0,SSW
8/10/2019 11:04 PM,0,84,4.5,0,S
8/10/2019 10:49 PM,0,84,4.5,0,S
8/10/2019 10:35 PM,0,82,4.6,0,S
8/10/2019 10:20 PM,0,81,5.2,0,S
8/10/2019 9:51 PM,0,77,6.1,0.2,SSW
8/10/2019 9:36 PM,0,76,6.2,0,S
8/10/2019 9:22 PM,0,74,6.5,0,S
8/10/2019 9:07 PM,0,73,6.9,0,S
8/10/2019 8:52 PM,0,72,7.2,0,S
8/10/2019 8:38 PM,0,70,7.6,0,S
8/10/2019 8:23 PM,0,69,8,0,S
8/10/2019 8:09 PM,0,67,8.3,0,S
8/10/2019 7:54 PM,0,64,8.9,0,S
8/10/2019 7:40 PM,0,61,9.8,0,S
8/10/2019 7:25 PM,0,57,10.6,0,S
8/10/2019 7:11 PM,0,55,11.2,0,SSW
8/10/2019 6:56 PM,0,54,11.7,0,SSW
8/10/2019 6:42 PM,0,51,12.3,0.3,SSW
8/10/2019 6:27 PM,0,51,12.9,0,SSW
8/10/2019 6:13 PM,0,50,13.5,0.1,SSW
8/10/2019 5:59 PM,0,49,14.1,0,SW
8/10/2019 5:44 PM,0,50,14.5,0,SW
8/10/2019 5:30 PM,0,51,14.9,0.2,SSW
8/10/2019 5:15 PM,0,49,15.2,0.1,S
8/10/2019 5:01 PM,0,50,15.2,1.3,S
8/10/2019 4:46 PM,0,48,15.7,0,SSW
8/10/2019 4:32 PM,0,48,15.4,0,S
8/10/2019 4:17 PM,0,44,16.5,0.7,S
8/10/2019 4:03 PM,0,42,16.5,0.1,SW
8/10/2019 3:48 PM,0,43,16,0,SSW
8/10/2019 3:34 PM,0,49,15.3,0,SW
8/10/2019 3:20 PM,0,46,15.9,0,SSW
8/10/2019 3:05 PM,0,41,17.6,1.6,S
8/10/2019 2:51 PM,0,41,17.6,0,SSW
8/10/2019 2:36 PM,0,46,15.9,0.2,SSW
8/10/2019 2:22 PM,0,41,17.2,0.1,S
8/10/2019 2:08 PM,0,46,15.7,0,SSW
8/10/2019 1:53 PM,0,47,16.6,0.3,SSW
8/10/2019 1:39 PM,0,51,15.9,0,SSW
8/10/2019 1:24 PM,0,50,15.5,0,SSW
8/10/2019 1:10 PM,0,51,15.6,0.6,SSW
8/10/2019 12:55 PM,0,50,15.3,0.5,SSW
8/10/2019 12:41 PM,0,52,15.4,0.1,SSW
8/10/2019 12:27 PM,0,53,15.3,0.6,SSW
8/10/2019 12:12 PM,0,55,14.8,0.5,SSW
8/10/2019 11:58 AM,0,57,14.6,0,SSW
8/10/2019 11:43 AM,0,58,14,0.8,SW
8/10/2019 11:29 AM,0,58,14.2,0,S
8/10/2019 11:14 AM,0,58,14.3,0.1,SW
8/10/2019 11:00 AM,0,60,14.5,0,SSW
8/10/2019 10:46 AM,0,61,13.7,1,SW
8/10/2019 10:31 AM,0,62,13.3,0,SSW
8/10/2019 10:17 AM,0,66,13.2,0,S
8/10/2019 10:02 AM,0,67,12.6,0,SSW
8/10/2019 9:48 AM,0,70,12.5,0,SW
8/10/2019 9:33 AM,0,71,12,0,SSW
8/10/2019 9:19 AM,0,74,11.5,0,SW
8/10/2019 9:04 AM,0,77,11.3,0,SW
8/10/2019 8:50 AM,0,79,10.5,0,SW
8/10/2019 8:36 AM,0,83,10,0.9,SSW
8/10/2019 8:21 AM,0,84,9.5,0,SSW
8/10/2019 8:07 AM,0,86,9.3,0,SW
8/10/2019 7:52 AM,0,89,8.8,0,SW
8/10/2019 7:38 AM,0,90,8.2,0,SW
8/10/2019 7:23 AM,0,92,7.9,0,SW
8/10/2019 7:09 AM,0,92,7.5,0,SW
8/10/2019 6:54 AM,0,93,7.1,0,SW
8/10/2019 6:40 AM,0,93,6.9,0,SW
8/10/2019 6:25 AM,0,93,6.7,0,WSW
8/10/2019 6:11 AM,0,93,6.7,0,SW
8/10/2019 5:56 AM,0,93,6.9,0,WSW
8/10/2019 5:42 AM,0,93,7.1,0,WSW
8/10/2019 5:27 AM,0,93,7.4,0,WSW
8/10/2019 5:13 AM,0,93,7.7,0,SW
8/10/2019 4:58 AM,0,93,7.7,0,WNW
8/10/2019 4:44 AM,0,93,7.9,0,W
8/10/2019 4:29 AM,0,93,8.1,0,W
8/10/2019 4:14 AM,0,93,8.1,0,WSW
8/10/2019 4:00 AM,0,93,8.3,0,WSW
8/10/2019 3:45 AM,0,93,8.4,0,W
8/10/2019 3:31 AM,0,93,8.3,0,WSW
8/10/2019 3:16 AM,0,93,8.5,0,W
8/10/2019 3:02 AM,0,93,8.5,0,WSW
8/10/2019 2:47 AM,0,92,8.8,0,W
8/10/2019 2:33 AM,0,92,9.2,0,W
8/10/2019 2:18 AM,0,92,9.8,0,WNW
8/10/2019 2:04 AM,0,92,10.1,0,W
8/10/2019 1:49 AM,0.2,91,10.2,0,WNW
8/10/2019 1:35 AM,0,91,10.2,0,SW
8/10/2019 1:21 AM,0,91,10.5,0,WSW
8/10/2019 1:06 AM,0,91,10.7,0,W
8/10/2019 12:52 AM,0,91,10.7,0,W
8/10/2019 12:37 AM,0.2,90,10.8,0,SW
8/10/2019 12:23 AM,0.2,89,11.1,0,WSW
8/10/2019 12:08 AM,0,86,11.6,0,WSW
7/10/2019 11:53 PM,0,86,11.3,0,WNW
7/10/2019 11:39 PM,0,86,11.2,0,WNW
7/10/2019 11:24 PM,0,86,11,0,W
7/10/2019 11:10 PM,0,86,11.2,0,WNW
7/10/2019 10:55 PM,0.2,85,11.2,0,WSW
7/10/2019 10:41 PM,0,81,11.6,0,WSW
7/10/2019 10:26 PM,0,75,12.2,0,WSW
7/10/2019 10:12 PM,0,67,13.2,0,WSW
7/10/2019 9:57 PM,0,67,12.9,0,SW
7/10/2019 9:43 PM,0,68,12.5,0,WSW
7/10/2019 9:28 PM,0,71,11.5,0,WSW
7/10/2019 9:14 PM,0,72,10.6,0,WSW
